Ways to get from here to there,,,
barreled,,,
blazed,,,
bolted,,,
bounded,,,
breakdanced,,,
cartwheeled,,,
charged,,,
climbed,,,
crab-walked,,,
crawled,,,
crept,,,
darted,,,
dashed,,,
descended,,,
dragged themselves,,,
drifted,,,
fell,,,
flew,,,
flipped,,,
floated,,,
danced,,,
glided,,,
hopped,,,
hurried,,,
hurtled,,,
jumped,,,
leapt,,,
limped,,,
lunged,,,
marched,,,
meandered,,,
moonwalked,,,
mosied on over to,,,
oozed,,,
paced,,,
paraded,,,
phased,,,
pogoed,,,
ran,,,
rocketed,,,
rolled,,,
sauntered,,,
scooted,,,
scurried,,,
shuffled,,,
skipped,,,
slid,,,
slithered,,,
snorkled,,,
stomped,,,
stormed,,,
strolled,,,
strutted,,,
sulked,,,
summersaulted,,,
swam,,,
teleported,,,
tiptoed,,,
toppled,,,
trotted,,,
trudged,,,
tumbled,,,
walked,,,
wandered,,,
sashayed,,,
whooshed,,,
wobbled,,,
zipped,,,
